aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
 ,종로아인스빌,2013, , , ,"10,500",6,1,2022,중개거래,서울 종로구,12.15,12,1392-1,N, ,11110, ,숭인동
 ,동문타운,2000, , , ,"54,000",15,1,2022,중개거래,서울 종로구,59.56,-1,181-105,N, ,11110, ,숭인동
 ,종로센트레빌,2008, , , ,"109,000",8,1,2022,중개거래,서울 성북구,84.92,11,2-1,N, ,11110, ,숭인동
 ,현대,2000, , , ,"103,000",25,2,2022,중개거래,서울 구로구 서울 중구,60.0,6,82,N, ,11110, ,무악동
 ,숭인한양LEEPS,2014, , , ,"11,900",25,2,2022,직거래, ,12.78,4,1421-2,N, ,11110, ,숭인동
 ,종로센트레빌,2008, , , ,"95,000",22,2,2022,중개거래,서울 종로구,59.92,11,2-1,N, ,11110, ,숭인동
 ,대아파크빌,1998, , , ,"45,000",12,2,2022,중개거래,서울 종로구,59.22,3,254,N, ,11110, ,신영동
 ,창신쌍용2,1993, , , ,"67,500",17,2,2022,중개거래,서울 성동구,54.7,7,703,N, ,11110, ,창신동
 ,아남1,1995, , , ,"122,000",17,2,2022,중개거래,서울 종로구,84.9,13,4,N, ,11110, ,명륜2가
 ,인왕산아이파크,2008, , , ,"135,000",14,2,2022,중개거래,서울 종로구,84.858,8,60,N, ,11110, ,무악동
 ,현대,2000, ,22.05.20,O,"103,000",24,2,2022,중개거래,서울 구로구 서울 중구,60.0,6,82,N, ,11110, ,무악동
 ,삼전솔하임4차,2014, , , ,"11,800",19,2,2022,중개거래,서울 종로구,15.09,15,318-2,N, ,11110, ,숭인동
 ,경희궁자이(4단지),2017, , , ,"108,000",25,2,2022,직거래, ,45.879,14,126,N, ,11110, ,교북동
 ,현대뜨레비앙,2003, , , ,"35,000",26,3,2022,중개거래,서울 종로구,46.64,3,55,N, ,11110, ,익선동
 ,경희궁자이(4단지),2017, , , ,"115,000",29,3,2022,중개거래,서울 종로구,45.879,16,126,N, ,11110, ,교북동
 ,경희궁자이(2단지),2017, , , ,"199,000",19,3,2022,중개거래,서울 종로구,84.8359,9,199,N, ,11110, ,홍파동
 ,삼성,1998, , , ,"78,000",22,3,2022,중개거래,서울 은평구,84.93,1,596,N, ,11110, ,평창동
 ,경희궁자이(4단지),2017, , , ,"91,000",26,3,2022,중개거래,서울 종로구,37.2635,7,126,N, ,11110, ,교북동
 ,종로센트레빌,2008, , , ,"89,800",27,3,2022,중개거래,서울 종로구,59.92,8,2-1,N, ,11110, ,숭인동
 ,인왕산아이파크,2008, , , ,"134,500",25,3,2022,중개거래,서울 종로구,84.858,3,60,N, ,11110, ,무악동
 ,창신쌍용2,1993, , , ,"70,700",12,3,2022,중개거래,서울 종로구,54.7,8,703,N, ,11110, ,창신동
 ,벽산블루밍평창힐스,2004, , , ,"155,000",17,3,2022,중개거래,서울 종로구,152.06,4,45,N, ,11110, ,평창동
 ,창신쌍용2,1993, , , ,"69,000",25,3,2022,중개거래,서울 종로구,64.66,1,703,N, ,11110, ,창신동
 ,오성,1997, , , ,"28,000",23,4,2022,중개거래,서울 종로구,56.66,3,888,N, ,11110, ,숭인동
 ,광화문스페이스본(101동~105동),2008, , , ,"173,000",17,4,2022,중개거래,서울 종로구,158.99,7,9,N, ,11110, ,사직동
 ,아남2,1996, , , ,"87,000",21,4,2022,중개거래,서울 성북구,59.4,2,236,N, ,11110, ,명륜2가
 ,인왕산아이파크,2008, , , ,"241,000",26,4,2022,중개거래,서울 종로구,157.289,15,60,N, ,11110, ,무악동
 ,종로청계힐스테이트,2009, , , ,"121,500",13,4,2022,중개거래,서울 강동구 서울 종로구,114.7153,6,766,N, ,11110, ,숭인동
 ,경희궁의아침4단지,2004, , , ,"185,000",14,4,2022,중개거래,서울 종로구,124.17,14,73,N, ,11110, ,내수동
 ,경희궁자이(4단지),2017, , , ,"114,000",30,4,2022,중개거래,서울 종로구,45.879,8,126,N, ,11110, ,교북동
 ,종로청계힐스테이트,2009, , , ,"92,000",11,4,2022,중개거래,서울 동대문구 서울 종로구,59.9426,17,766,N, ,11110, ,숭인동
 ,창신쌍용1,1992, , , ,"89,700",25,4,2022,중개거래,서울 종로구,79.87,9,702,N, ,11110, ,창신동
 ,경희궁자이(3단지),2017, , , ,"215,000",9,4,2022,중개거래,경기 화성시 서울 종로구,84.614,15,233,N, ,11110, ,평동
 ,삼성,1998, , , ,"67,000",27,5,2022,중개거래,서울 종로구 서울 중구,59.97,2,596,N, ,11110, ,평창동
 ,(60-1),1999, , , ,"48,500",28,5,2022,중개거래,서울 종로구,59.63,2,60-1,N, ,11110, ,연건동
 ,경희궁파크팰리스,2003, , , ,"181,000",28,5,2022,중개거래,경기 의정부시 서울 종로구,147.62,7,95,N, ,11110, ,내수동
 ,아남1,1995, , , ,"120,000",13,5,2022,중개거래,서울 종로구,84.9,9,4,N, ,11110, ,명륜2가
 ,명륜동주상복합아남아파트,1999, , , ,"73,000",13,5,2022,중개거래,서울 종로구,47.43,5,237,N, ,11110, ,명륜2가
 ,종로청계힐스테이트,2009, , , ,"117,000",22,5,2022,중개거래,서울 종로구,84.9478,2,766,N, ,11110, ,숭인동
 ,경희궁자이(4단지),2017, , , ,"92,000",14,5,2022,중개거래,서울 종로구,37.2635,14,126,N, ,11110, ,교북동
 ,경희궁자이(2단지),2017, , , ,"222,500",10,5,2022,중개거래,서울 종로구,84.614,9,199,N, ,11110, ,홍파동
 ,그린,2002, , , ,"49,000",6,5,2022,중개거래,서울 종로구,44.6,3,23-326,N, ,11110, ,창신동
 ,아남2,1996, , , ,"89,000",10,5,2022,직거래, ,114.36,2,236,N, ,11110, ,명륜2가
 ,삼전솔하임2차,2012, , , ,"14,500",30,6,2022,중개거래,서울 강서구,16.67,6,296-19,N, ,11110, ,숭인동
 ,삼전솔하임2차,2012, , , ,"12,000",18,6,2022,중개거래,서울 종로구,16.67,10,296-19,N, ,11110, ,숭인동
 ,두산,1999, , , ,"86,000",24,6,2022,중개거래,서울 금천구 서울 종로구,59.95,15,232,N, ,11110, ,창신동
 ,삼전솔하임2차,2012, , , ,"14,500",23,6,2022,중개거래,서울 강서구,14.69,6,296-19,N, ,11110, ,숭인동
 ,포레스트힐시티,2017, , , ,"17,900",9,6,2022,중개거래,서울 종로구,16.672,5,65-2,N, ,11110, ,효제동
 ,동아,1995, , , ,"80,000",16,6,2022,중개거래,서울 종로구,59.98,4,101,N, ,11110, ,교북동
 ,종로중흥S클래스,2013, , , ,"13,000",17,6,2022,중개거래,서울 중구,17.811,14,202-3,N, ,11110, ,숭인동
 ,현대뜨레비앙,2003, , , ,"38,000",14,6,2022,중개거래,서울 종로구,48.54,3,55,N, ,11110, ,익선동
 ,송림아마레스아파트,2003, , , ,"69,000",9,6,2022,중개거래,서울 종로구,84.81,2,2-12,N, ,11110, ,명륜1가
 ,광화문스페이스본(101동~105동),2008, , , ,"185,000",14,6,2022,중개거래,서울 종로구,158.99,8,9,N, ,11110, ,사직동
 ,두산,1999, , , ,"90,000",25,7,2022,중개거래,서울 종로구,59.95,8,232,N, ,11110, ,창신동
 ,현대뜨레비앙,2003, , , ,"31,700",20,7,2022,직거래, ,46.64,5,55,N, ,11110, ,익선동
 ,현대,2000, , , ,"150,000",18,7,2022,중개거래,서울 은평구 서울 종로구,114.9,5,82,N, ,11110, ,무악동
 ,종로중흥S클래스,2013, , , ,"13,200",29,7,2022,중개거래,서울 중구,17.811,10,202-3,N, ,11110, ,숭인동
 ,삼전솔하임2차,2012, , , ,"12,200",25,7,2022,중개거래,서울 종로구,15.0,9,296-19,N, ,11110, ,숭인동
 ,종로중흥S클래스,2013, , , ,"13,200",29,7,2022,중개거래,서울 중구,17.811,16,202-3,N, ,11110, ,숭인동
 ,종로중흥S클래스,2013, , , ,"13,450",25,7,2022,중개거래,서울 중구,19.466,13,202-3,N, ,11110, ,숭인동
 ,현대뜨레비앙,2003, , , ,"35,800",27,7,2022,중개거래,서울 종로구,46.64,3,55,N, ,11110, ,익선동
 ,오성,1997, , , ,"28,000",14,7,2022,중개거래,서울 종로구,56.96,4,888,N, ,11110, ,숭인동
 ,종로청계힐스테이트,2009, , , ,"85,000",13,7,2022,중개거래,서울 종로구,59.9426,2,766,N, ,11110, ,숭인동
 ,현대뜨레비앙,2003, , , ,"40,000",26,8,2022,중개거래,서울 종로구,48.54,7,55,N, ,11110, ,익선동
 ,CS타워,2011, , , ,"16,000",3,8,2022,중개거래,서울 종로구,21.94,5,62-2,N, ,11110, ,충신동
 ,종로중흥S클래스,2013, , , ,"13,300",22,8,2022,중개거래,서울 종로구,17.811,8,202-3,N, ,11110, ,숭인동
 ,현대뜨레비앙,2003, , , ,"31,000",1,8,2022,중개거래,서울 종로구,28.1,9,55,N, ,11110, ,익선동
 ,삼전솔하임2차,2012, , , ,"13,000",13,8,2022,중개거래,서울 중구,16.67,8,296-19,N, ,11110, ,숭인동
 ,종로중흥S클래스,2013, , , ,"13,570",4,8,2022,중개거래,서울 종로구,19.466,7,202-3,N, ,11110, ,숭인동
 ,현대뜨레비앙,2003, , , ,"37,500",4,8,2022,중개거래,서울 종로구,48.54,2,55,N, ,11110, ,익선동
 ,익성씨티하임,2013, , , ,"11,400",3,9,2022,중개거래,서울 종로구,15.42,11,1392,N, ,11110, ,숭인동
 ,익성씨티하임,2013, , , ,"11,400",3,9,2022,중개거래,서울 종로구,15.42,11,1392,N, ,11110, ,숭인동
 ,경희궁롯데캐슬,2019, , , ,"110,000",21,9,2022,중개거래,서울 서대문구,59.6737,2,89,N, ,11110, ,무악동
 ,경희궁자이(3단지),2017, , , ,"189,000",16,9,2022,중개거래,서울 종로구,84.614,7,233,N, ,11110, ,평동
 ,이화에수풀,2014, , , ,"16,000",7,9,2022,중개거래,서울 성북구,16.98,13,195-10,N, ,11110, ,연건동
 ,갑을아파트,1997, , , ,"18,500",29,9,2022,중개거래,서울 종로구,30.46,11,595,N, ,11110, ,평창동
 ,종로유케이201,2013, , , ,"9,700",13,9,2022,중개거래,서울 강북구 서울 성북구,12.01,10,201-11,N, ,11110, ,숭인동
 ,삼전솔하임4차,2014, , , ,"12,510",28,9,2022,중개거래,서울 종로구,15.09,16,318-2,N, ,11110, ,숭인동
 ,엘리시아,2009, , , ,"106,076",19,9,2022,직거래, ,236.07,2,66-1,N, ,11110, ,평창동
 ,엘리시아,2009, , , ,"94,331",19,9,2022,직거래, ,213.07,3,66-1,N, ,11110, ,평창동
 ,삼전솔하임2차,2012, , , ,"13,500",13,10,2022,중개거래,서울 종로구,16.67,5,296-19,N, ,11110, ,숭인동
 ,삼전솔하임4차,2014, , , ,"12,350",10,10,2022,중개거래,서울 종로구,15.09,17,318-2,N, ,11110, ,숭인동
 ,종로중흥S클래스,2013, , , ,"13,400",5,10,2022,중개거래,서울 종로구,17.811,14,202-3,N, ,11110, ,숭인동
 ,삼전솔하임4차,2014, , , ,"12,500",13,10,2022,중개거래,서울 종로구,15.09,17,318-2,N, ,11110, ,숭인동
 ,아남2,1996, , , ,"90,000",14,11,2022,중개거래,서울 종로구,84.9,4,236,N, ,11110, ,명륜2가
 ,아남2,1996, ,23.03.29,O,"90,000",14,11,2022,중개거래,서울 종로구,84.9,4,236,N, ,11110, ,명륜2가
 ,아남2,1996, ,23.03.27,O,"90,000",14,11,2022,중개거래,서울 종로구,84.9,4,236,N, ,11110, ,명륜2가
 ,CS타워,2011, , , ,"15,300",26,11,2022,중개거래,서울 종로구,21.94,10,62-2,N, ,11110, ,충신동
 ,아남2,1996, ,23.03.22,O,"90,000",14,11,2022,중개거래,서울 종로구,84.9,4,236,N, ,11110, ,명륜2가
 ,창신쌍용2,1993, , , ,"59,500",19,11,2022,중개거래,서울 종로구,54.7,9,703,N, ,11110, ,창신동
 ,이화에수풀,2014, , , ,"18,600",15,11,2022,중개거래,서울 동대문구,16.98,7,195-10,N, ,11110, ,연건동
 ,종로아인스빌,2013, , , ,"12,000",28,11,2022,중개거래,서울 성동구,12.15,14,1392-1,N, ,11110, ,숭인동
 ,운현신화타워,1998, , , ,"65,000",2,11,2022,중개거래,서울 종로구,84.26,11,30-6,N, ,11110, ,익선동
 ,종로중흥S클래스,2013, , , ,"12,900",5,11,2022,중개거래,서울 종로구,17.811,13,202-3,N, ,11110, ,숭인동
 ,이화에수풀,2014, , , ,"19,500",31,12,2022,중개거래,서울 종로구,19.86,9,195-10,N, ,11110, ,연건동
 ,포레스트힐시티,2017, , , ,"20,000",17,12,2022,중개거래,서울 종로구,20.3861,5,65-2,N, ,11110, ,효제동
 ,이화에수풀,2014, , , ,"20,200",30,12,2022,중개거래,서울 성북구,16.98,10,195-10,N, ,11110, ,연건동
 ,포레스트힐시티,2017, , , ,"16,000",8,12,2022,직거래, ,16.672,5,65-2,N, ,11110, ,효제동
 ,익성씨티하임,2013, , , ,"13,000",28,12,2022,중개거래,서울 종로구,15.76,14,1392,N, ,11110, ,숭인동
 ,청호그린빌,1999, , , ,"19,000",19,12,2022,중개거래,서울 종로구,29.76,4,40,N, ,11110, ,누상동
 ,종로청계힐스테이트,2009, , , ,"73,000",22,12,2022,중개거래,서울 종로구,59.9426,18,766,N, ,11110, ,숭인동
 ,현대,2000, ,23.03.03,O,"75,000",15,12,2022,직거래, ,60.0,13,82,N, ,11110, ,무악동
205,경희궁자이(2단지),2017, , , ,"169,000",27,1,2023,중개거래,서울 종로구,84.8359,12,199,N,23.03.16,11110, ,홍파동
 ,갑을아파트,1997, , , ,"18,900",28,1,2023,중개거래,서울 종로구,30.46,6,595,N,23.04.07,11110, ,평창동
107,현대,2000, , , ,"99,960",26,1,2023,중개거래,서울 종로구,84.92,6,82,N,23.04.28,11110, ,무악동
 ,효성쥬얼리시티,2006, , , ,"79,000",26,1,2023,중개거래,서울 종로구,84.7,17,48-2,N,23.02.28,11110, ,인의동
 ,숭인한양LEEPS,2014, , , ,"12,200",20,1,2023,중개거래,서울 종로구,12.78,7,1421-2,N,23.01.31,11110, ,숭인동
106,광화문스페이스본(106동),2008, , , ,"200,000",20,1,2023,중개거래,서울 종로구,163.33,12,9-1,N,23.01.20,11110, ,사직동
105,인왕산아이파크,2008, , , ,"155,500",10,1,2023,중개거래,경기 고양덕양구 서울 종로구,114.931,16,60,N,23.02.28,11110, ,무악동
105,현대,2000, , , ,"105,950",21,2,2023,중개거래,서울 송파구 서울 종로구,84.92,9,82,N,23.04.19,11110, ,무악동
 ,아르젠종로,2015, , , ,"38,000",28,2,2023,중개거래,서울 종로구,47.24,13,163-3,N,23.04.17,11110, ,연지동
103,경희궁파크팰리스,2003, , , ,"185,000",21,2,2023,중개거래,서울 종로구,146.39,13,95,N,23.07.26,11110, ,내수동
 ,현대,2000, ,23.03.27,O,"105,950",21,2,2023,중개거래,서울 송파구 서울 종로구,84.92,9,82,N, ,11110, ,무악동
304,경희궁자이(3단지),2017, , , ,"141,000",21,2,2023,중개거래,서울 종로구,59.8547,4,233,N,23.05.25,11110, ,평동
209,경희궁자이(2단지),2017, , , ,"189,000",17,2,2023,중개거래,서울 종로구,84.8359,13,199,N,23.05.30,11110, ,홍파동
 ,동대문,1966, , , ,"45,000",11,2,2023,중개거래,서울 종로구,28.8,1,328-17,N,23.07.24,11110, ,창신동
104,종로청계힐스테이트,2009, , , ,"72,000",13,2,2023,중개거래,서울 강남구 서울 종로구,59.9426,18,766,N,23.04.14,11110, ,숭인동
 ,경희궁파크팰리스,2003, ,23.03.15,O,"185,000",21,2,2023,중개거래,서울 종로구,146.39,13,95,N, ,11110, ,내수동
211,경희궁자이(2단지),2017, , , ,"181,000",21,2,2023,중개거래,서울 종로구,84.614,13,199,N,23.05.26,11110, ,홍파동
110,인왕산아이파크,2008, , , ,"150,000",29,3,2023,직거래, ,84.858,11,60,N,23.05.24,11110, ,무악동
303,경희궁자이(3단지),2017, , , ,"167,000",31,3,2023,중개거래,서울 종로구,77.6543,16,233,N,23.05.25,11110, ,평동
303,경희궁자이(3단지),2017, , , ,"172,000",24,3,2023,중개거래,서울 종로구,84.614,9,233,N,23.05.26,11110, ,평동
302,경희궁자이(3단지),2017, , , ,"180,000",23,3,2023,중개거래,서울 동대문구 서울 종로구,84.614,7,233,N,23.07.14,11110, ,평동
경희궁의 아침 4단지,경희궁의아침4단지,2004, , , ,"170,000",30,3,2023,중개거래,서울 종로구,124.17,7,73,N,23.06.09,11110, ,내수동
103,경희궁파크팰리스,2003, , , ,"180,000",27,3,2023,중개거래,서울 종로구,146.33,4,95,N,23.06.20,11110, ,내수동
 ,디팰리스,2020, , , ,"285,000",16,3,2023,중개거래,서울 종로구,118.749,10,171,N,23.04.05,11110, ,신문로2가
104동,경희궁롯데캐슬,2019, , , ,"170,000",11,3,2023,중개거래,서울 종로구,104.445,10,89,N,23.06.28,11110, ,무악동
101,광화문스페이스본(101동~105동),2008, , , ,"143,000",25,3,2023,중개거래,서울 종로구,94.51,8,9,N,23.06.02,11110, ,사직동
103,현대,2000, , , ,"72,900",13,3,2023,중개거래,서울 종로구,60.0,12,82,N,23.04.28,11110, ,무악동
105,광화문스페이스본(101동~105동),2008, , , ,"190,000",21,4,2023,중개거래,서울 종로구,160.85,12,9,N,23.06.28,11110, ,사직동
 ,효성쥬얼리시티,2006, , , ,"85,000",21,4,2023,중개거래,서울 은평구,98.39,9,48-2,N,23.05.30,11110, ,인의동
303,경희궁자이(3단지),2017, , , ,"183,500",23,4,2023,중개거래,서울 종로구,84.8359,18,233,N,23.06.28,11110, ,평동
208,경희궁자이(2단지),2017, , , ,"162,500",27,4,2023,중개거래,서울 종로구,77.9737,17,199,N,23.08.11,11110, ,홍파동
204,경희궁자이(2단지),2017, , , ,"155,000",23,4,2023,중개거래,서울 종로구,59.8547,14,199,N,23.09.14,11110, ,홍파동
현대뜨레비앙,현대뜨레비앙,2003, , , ,"38,000",11,4,2023,중개거래,서울 서대문구,46.64,4,55,N,23.06.19,11110, ,익선동
 ,효성쥬얼리시티,2006, , , ,"90,000",9,4,2023,중개거래,서울 은평구,92.81,14,48-2,N,23.10.20,11110, ,인의동
202,경희궁자이(2단지),2017, , , ,"180,200",14,4,2023,중개거래,서울 종로구,84.8359,10,199,N,23.05.02,11110, ,홍파동
208,경희궁자이(2단지),2017, , , ,"240,000",7,4,2023,중개거래,서울 종로구,101.9914,10,199,N,23.11.29,11110, ,홍파동
101동,경희궁롯데캐슬,2019, , , ,"118,000",10,4,2023,중개거래,서울 종로구,59.6737,15,89,N,23.08.01,11110, ,무악동
삼전솔하임4차,삼전솔하임4차,2014, , , ,"13,400",17,5,2023,중개거래,서울 종로구,15.09,15,318-2,N,23.07.13,11110, ,숭인동
크래스빌,크래스빌,2003, , , ,"103,000",31,5,2023,중개거래,서울 종로구,194.59,5,46-1,N,23.08.30,11110, ,평창동
101,현대,2000, , , ,"70,000",4,5,2023,중개거래,서울 종로구,60.0,2,82,N,23.06.23,11110, ,무악동
110,현대,2000, , , ,"118,900",25,5,2023,중개거래,서울 종로구,84.92,9,82,N,23.09.15,11110, ,무악동
 ,종로아인스빌,2013, , , ,"11,000",30,5,2023,중개거래,서울 종로구,12.15,10,1392-1,N,23.06.21,11110, ,숭인동
112,현대,2000, , , ,"82,800",27,5,2023,중개거래,서울 종로구,60.0,14,82,N,23.07.03,11110, ,무악동
1,버넷하임1,2013, , , ,"12,600",29,5,2023,중개거래,서울 종로구,17.96,15,1421,N,23.07.28,11110, ,숭인동
 ,삼전솔하임4차,2014, ,23.07.10,O,"13,400",17,5,2023,중개거래,서울 종로구,15.09,15,318-2,N, ,11110, ,숭인동
 ,블루빌,2017, , , ,"28,000",13,5,2023,중개거래,서울 중구,44.56,5,243,N,23.06.12,11110, ,숭인동
경희궁의 아침 4단지,경희궁의아침4단지,2004, , , ,"213,000",17,5,2023,중개거래,서울 종로구,150.77,12,73,N,23.09.15,11110, ,내수동
 ,렉스빌,2006, , , ,"60,000",25,6,2023,중개거래,서울 종로구,80.5,6,19,N,23.09.25,11110, ,명륜1가
 ,디팰리스,2020, , , ,"408,000",24,6,2023,중개거래,서울 강남구 서울 종로구,148.111,10,171,N,23.10.13,11110, ,신문로2가
110,현대,2000, , , ,"108,900",19,6,2023,중개거래,서울 종로구,84.92,5,82,N,23.10.05,11110, ,무악동
103,현대,2000, , , ,"79,900",19,6,2023,중개거래,서울 종로구,60.0,3,82,N,23.10.05,11110, ,무악동
 ,숭인상가,1979, , , ,"65,000",27,6,2023,중개거래,서울 중구,78.75,7,204-11,N,23.11.14,11110, ,숭인동
101,인왕산아이파크,2008, , , ,"129,500",30,6,2023,중개거래,서울 서초구 서울 종로구,84.858,7,60,N,23.10.30,11110, ,무악동
104,광화문스페이스본(101동~105동),2008, , , ,"170,000",10,6,2023,중개거래,서울 종로구,146.92,8,9,N,23.08.03,11110, ,사직동
운현신화타워,운현신화타워,1998, , , ,"64,500",24,6,2023,중개거래,서울 종로구,50.31,14,30-6,N,23.09.21,11110, ,익선동
203,경희궁자이(2단지),2017, , , ,"188,000",8,6,2023,중개거래,서울 종로구,84.9443,14,199,N,23.09.01,11110, ,홍파동
201,경희궁자이(2단지),2017, , , ,"182,500",22,6,2023,중개거래,서울 종로구,84.8359,10,199,N,23.08.31,11110, ,홍파동
102,두산,1999, , , ,"111,000",26,7,2023,중개거래,서울 종로구,84.9,10,232,N,24.01.15,11110, ,창신동
 ,갑을아파트,1997, , , ,"31,900",31,7,2023,중개거래,서울 종로구,53.33,6,595,N,23.10.05,11110, ,평창동
104,광화문스페이스본(101동~105동),2008, , , ,"209,000",20,7,2023,중개거래,서울 종로구,159.01,6,9,N,23.10.19,11110, ,사직동
202,경희궁자이(2단지),2017, , , ,"192,500",17,7,2023,중개거래,서울 종로구,84.9443,12,199,N,23.10.31,11110, ,홍파동
101,창신쌍용1,1992, , , ,"65,000",28,7,2023,중개거래,서울 종로구,54.7,8,702,N,23.09.08,11110, ,창신동
브라운스톤 창신,브라운스톤창신,2006, , , ,"83,000",8,7,2023,중개거래,서울 종로구,84.67,12,23-76,N,23.09.05,11110, ,창신동
101,벽산블루밍평창힐스,2004, , , ,"163,000",10,7,2023,중개거래,서울 종로구,186.9,1,45,N,23.09.15,11110, ,평창동
304,경희궁자이(3단지),2017, , , ,"204,500",18,7,2023,중개거래,서울 종로구,84.8359,16,233,N,23.10.30,11110, ,평동
경희궁의 아침 4단지,경희궁의아침4단지,2004, , , ,"180,000",26,7,2023,중개거래,서울 구로구 서울 종로구,124.17,10,73,N,23.10.31,11110, ,내수동
현대뜨레비앙,현대뜨레비앙,2003, , , ,"35,000",28,7,2023,중개거래,서울 종로구,48.54,2,55,N,23.08.07,11110, ,익선동
 ,신문로맨션,1981, , , ,"65,000",25,8,2023,중개거래,서울 종로구,81.28,8,238,N,24.01.08,11110, ,신문로1가
301,명륜동주상복합아남아파트,1999, , , ,"205,000",11,8,2023,중개거래,서울 강남구 서울 종로구,172.17,3,237,N,23.10.13,11110, ,명륜2가
 ,신문로맨션,1981, ,23.10.20,O,"65,000",25,8,2023,중개거래,서울 종로구,81.28,8,238,N, ,11110, ,신문로1가
101,두산,1999, , , ,"84,000",19,8,2023,중개거래,서울 종로구,59.95,1,232,N,23.10.31,11110, ,창신동
현대뜨레비앙,현대뜨레비앙,2003, , , ,"41,000",23,8,2023,중개거래,서울 종로구,48.54,6,55,N,23.10.31,11110, ,익선동
214,경희궁자이(2단지),2017, , , ,"155,000",26,8,2023,중개거래,서울 종로구,59.895,4,199,N,23.10.27,11110, ,홍파동
104동,경희궁롯데캐슬,2019, , , ,"147,500",26,8,2023,중개거래,서울 종로구,84.8792,14,89,N,23.12.01,11110, ,무악동
103,벽산블루밍평창힐스,2004, , , ,"148,000",23,8,2023,중개거래,서울 종로구,155.97,4,45,N,23.11.23,11110, ,평창동
301,경희궁자이(3단지),2017, , , ,"150,000",31,8,2023,중개거래,서울 종로구,59.8547,2,233,N,23.11.09,11110, ,평동
청운현대(아)103동,청운현대,2000, , , ,"113,000",29,8,2023,중개거래,서울 종로구,103.67,4,56-45,N,23.09.20,11110, ,청운동
101,광화문스페이스본(101동~105동),2008, , , ,"146,500",4,9,2023,중개거래,서울 종로구,94.51,9,9,N,24.02.06,11110, ,사직동
